brand,product_name,category,shade_name,price,finish,image_url,swatch_url
투크,새틴 도화밤,eye,12 소프티,"15,000원",,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/4023498358675621807.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/4023498358675621807.jpg
투크,새틴 도화밤,eye,13 이노센트,"15,000원",,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/4477237394041781113.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/4477237394041781113.jpg
투크,새틴 도화밤,eye,07 메모러블,"15,000원",,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/3281115536525000214.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/3281115536525000214.jpg
투크,새틴 도화밤,eye,01 스트로베리,"15,000원",,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/4536067353532831449.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/4536067353532831449.jpg
투크,새틴 도화밤,eye,02 복숭아,"15,000원",,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/3810258374408144507.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/3810258374408144507.jpg
투크,새틴 도화밤,eye,03 벚꽃,"15,000원",,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/6483325022697442634.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/6483325022697442634.jpg
투크,새틴 도화밤,eye,04 실루엣,"15,000원",,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/3767569278309228025.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/3767569278309228025.jpg
투크,새틴 도화밤,eye,05 타로밀크,"15,000원",,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/6616463937028046585.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/6616463937028046585.jpg
투크,새틴 도화밤,eye,06 로즈니,"15,000원",,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/3197607608833392878.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/3197607608833392878.jpg
투크,새틴 도화밤,eye,08 투투,"15,000원",,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/4015707106838897384.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/4015707106838897384.jpg
투크,새틴 도화밤,eye,09 모먼트 살몬,"15,000원",,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/2705099083224077201.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/2705099083224077201.jpg
투크,새틴 도화밤,eye,10 피크,"15,000원",,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/8564852918265855976.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/8564852918265855976.jpg
투크,새틴 도화밤,eye,11 데이즈,"15,000원",,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/4841452632133558016.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/7/4841452632133558016.jpg
홀리카홀리카,마이페이브 피스 아이섀도우,eye,시나몬 스파이스,"4,800원",,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/4279023525351780168.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/4279023525351780168.jpg
홀리카홀리카,마이페이브 피스 아이섀도우,eye,오버 더 피치,"4,800원",,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/1021835892148074415.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/1021835892148074415.jpg
홀리카홀리카,마이페이브 피스 아이섀도우,eye,모브 시즈닝,"4,800원",,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/3172492504213177996.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/3172492504213177996.jpg
홀리카홀리카,마이페이브 피스 아이섀도우,eye,오버 더 핑크,"4,800원",,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/9073855144010479062.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/9073855144010479062.jpg
홀리카홀리카,마이페이브 피스 아이섀도우,eye,수티 위스테리아,"4,800원",,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/5791319082865740219.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/8/5791319082865740219.jpg
홀리카홀리카,마이페이브 피스 아이섀도우,eye,돌체 피치,"4,800원",,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/2969822680077264757.jpg,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/options/item/2025/5/2969822680077264757.jpg
